experiment_id,scenario,sequence,model_time,output_channel,prediction,target,largest_term_name,largest_term_value,second_largest_term_name,second_largest_term_value,sum_linear,sum_quadratic,sum_cubic,sum_interactions,bias,perturbation_state,observation_half_life,forward_half_life
D_n3,reversal_after_persistence,541,1.002,direction_state,-3.0909462978921196e+48,-1.0,price_velocity_x_acceleration^3,-3.090946297892002e+48,volume_density^3,-1.1374338967537114e+35,-955145760551.0695,-3.446616131381581e+32,-3.090946297892119e+48,-3.090946297892002e+48,-5.0,1.5454731489460598e+48,1.54547314894606e+48,1.54547314894606e+48
D_n3,reversal_after_persistence,541,1.002,magnitude_state,-3.0909462978921196e+48,0.09231782079298247,price_velocity_x_acceleration^3,-3.090946297892002e+48,volume_density^3,-1.1374338967537114e+35,-955145760551.0695,-3.446616131381631e+32,-3.090946297892119e+48,-3.090946297892002e+48,-5.0,1.5454731489460598e+48,1.54547314894606e+48,1.54547314894606e+48
D_n3,reversal_after_persistence,541,1.002,strength,3.0909462978921196e+48,0.7986884239654222,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381718e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.54547314894606e+48,1.54547314894606e+48
D_n3,reversal_after_persistence,541,1.002,persistence,3.0909462978921196e+48,1.0,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381834e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.54547314894606e+48,1.54547314894606e+48
D_n3,reversal_after_persistence,541,1.002,reinforcement,-3.0909462978921196e+48,0.010000000000000037,price_velocity_x_acceleration^3,-3.090946297892002e+48,volume_density^3,-1.1374338967537114e+35,-955145760551.0695,-3.4466161313816275e+32,-3.090946297892119e+48,-3.090946297892002e+48,-5.0,1.5454731489460598e+48,1.54547314894606e+48,1.54547314894606e+48
D_n3,reversal_after_persistence,541,1.002,uncertainty,3.0909462978921196e+48,0.40131157603457784,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381766e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.54547314894606e+48,1.54547314894606e+48
D_n3,reversal_after_persistence,541,1.002,reversal_tendency,3.0909462978921196e+48,0.7,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381674e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.54547314894606e+48,1.54547314894606e+48
D_n3,reversal_after_persistence,541,1.002,perturbation_state,3.0909462978921196e+48,0.8,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381702e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.54547314894606e+48,1.54547314894606e+48
E_n3,reversal_after_persistence,541,1.002,direction_state,-3.0909462978921196e+48,-1.0,price_velocity_x_acceleration^3,-3.090946297892002e+48,volume_density^3,-1.1374338967537114e+35,-955145760551.0695,-3.446616131381581e+32,-3.090946297892119e+48,-3.090946297892002e+48,-5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,magnitude_state,-3.0909462978921196e+48,0.09231782079298247,price_velocity_x_acceleration^3,-3.090946297892002e+48,volume_density^3,-1.1374338967537114e+35,-955145760551.0695,-3.446616131381631e+32,-3.090946297892119e+48,-3.090946297892002e+48,-5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,strength,3.0909462978921196e+48,0.7986884239654222,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381718e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,persistence,3.0909462978921196e+48,0.016666666666666666,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381635e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,observation_half_life,3.0909462978921196e+48,5.0,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131382652e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,forward_half_life,3.0909462978921196e+48,5.0,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131382652e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,reinforcement,-3.0909462978921196e+48,0.010000000000000037,price_velocity_x_acceleration^3,-3.090946297892002e+48,volume_density^3,-1.1374338967537114e+35,-955145760551.0695,-3.4466161313816275e+32,-3.090946297892119e+48,-3.090946297892002e+48,-5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,uncertainty,3.0909462978921196e+48,0.40131157603457784,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381766e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,reversal_tendency,3.0909462978921196e+48,0.7,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381674e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
E_n3,reversal_after_persistence,541,1.002,perturbation_state,3.0909462978921196e+48,0.8,price_velocity_x_acceleration^3,3.090946297892002e+48,volume_density^3,1.1374338967537114e+35,955145760551.0695,3.446616131381702e+32,3.090946297892119e+48,3.090946297892002e+48,5.0,1.5454731489460598e+48,1.5454731489460598e+48,1.5454731489460598e+48
D_n3,price_volume_divergence,251,1.002,direction_state,-2.957605744006434e+48,-1.0,price_velocity_x_acceleration^3,-2.957605744006525e+48,volume_density^3,9.489228929750847e+34,875490231958.2959,-2.3219494372421555e+32,-2.957605744006434e+48,-2.957605744006525e+48,5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
