experiment_id,term,count,min,max,mean,std,p01,p05,p50,p95,p99,abs_max
A_n2,volume_movement_abs,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n2,volume_movement_abs^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n2,volume_movement_signed,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n2,volume_movement_signed^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,bias,925,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A_n3,directional_volume,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,directional_volume^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,directional_volume^3,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,price_acceleration,925,-6.960568919477537,8.0,-0.025863444078500705,1.002940500036973,-2.1430042883437266,-1.5972227889853512,0.0,1.5008516325437204,2.160713751481732,8.0
A_n3,price_acceleration^2,925,0.0,64.0,1.0065585643540156,3.504244021459928,0.0,0.0,0.2179434911079748,3.5504145960869544,5.598507875718631,64.0
A_n3,price_acceleration^3,925,-337.23622086768984,512.0,0.40384900941992075,24.86347545771962,-9.846099692160317,-4.0747090121586,0.0,3.38076394219091,10.08773442741331,512.0
A_n3,price_displacement,925,-7.844775584914058,8.0,-0.05698768333195762,1.062219876891189,-2.6341307454010177,-1.517601707852458,0.0,1.5715622615804228,1.888088523331769,8.0
A_n3,price_displacement^2,925,0.0,64.0,1.1315586629142762,3.414402702818406,0.0,0.0,0.4587561356912473,3.1305882481464837,8.445859957452159,64.0
A_n3,price_displacement^3,925,-482.77144308728265,512.0,-0.5306738230311032,24.427675279164905,-18.289019814110105,-3.495282363976001,0.0,3.8814620202965506,6.730811645382522,512.0
A_n3,price_velocity,925,-7.844775584914058,8.0,-0.06842635731996415,1.0627958130491948,-2.6341307454010177,-1.496748148915679,0.0,1.5758906400379709,2.0165429683694724,8.0
A_n3,price_velocity^2,925,0.0,64.0,1.1342171066109783,3.4835518130278125,0.0,0.0,0.4168328366846083,3.188556524494023,8.983659600065232,64.0
A_n3,price_velocity^3,925,-482.77144308728265,512.0,-0.39204534292309867,24.627539993995324,-18.289019814110105,-3.3531127202114126,0.0,3.913633302397448,8.200842005889983,512.0
A_n3,relative_volume,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,relative_volume^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,relative_volume^3,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,spread,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,spread^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,spread^3,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,spread_change,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,spread_change^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,spread_change^3,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_density,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_density^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_density^3,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_log,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_log^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_log^3,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_movement_abs,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_movement_abs^2,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_n3,volume_movement_abs^3,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
