experiment_id,scenario,model_time,output_channel,prediction,largest_term_name,largest_term_value,second_largest_term_name,second_largest_term_value,sum_linear,sum_quadratic,sum_cubic,sum_interactions,bias
A_n1,quiet_market,18.002,persistence,0.0,bias,0.03352154178546896,price_displacement,-0.0006181771516893342,-0.001236852009204848,0,0,0.0,0.03352154178546896
A_n1,quiet_market,18.002,observation_half_life,0.0,bias,5.0,price_displacement,-0.1829679932322603,-0.36664332443053055,0,0,0.0,5.0
A_n1,quiet_market,18.002,forward_half_life,0.0,bias,5.0,price_displacement,-0.1829679932322603,-0.36664332443053055,0,0,0.0,5.0
A_n1,quiet_market,18.002,reinforcement,0.0,bias,0.0012786766908824288,price_acceleration,0.00032901918235245123,0.00022438132374867883,0,0,0.0,0.0012786766908824288
A_n1,quiet_market,18.002,uncertainty,0.0,bias,0.08248823831789437,price_displacement,-0.001178997443186999,-0.002358947888286639,0,0,0.0,0.08248823831789437
A_n1,quiet_market,18.002,reversal_tendency,0.0,bias,0.004709200546688384,price_acceleration,-0.00071708694044315,-0.0007034564759778753,0,0,0.0,0.004709200546688384
A_n1,quiet_market,18.002,perturbation_state,0.0,bias,0.0,price_displacement,0.0,0.0,0,0,0.0,0.0
A_n1,quiet_market,19.002,direction_state,0.0,price_displacement,0.16558965032581566,price_velocity,0.16558965032581566,0.4240495185947758,0,0,0.0,0.06134428390233898
A_n1,quiet_market,19.002,magnitude_state,0.0,price_displacement,-0.15226973646066294,price_velocity,-0.15226973646066294,-0.3545878027138491,0,0,0.0,0.08026436180796014
A_n1,quiet_market,19.002,strength,0.0,bias,0.10067936906359956,price_displacement,-0.05736877837924638,-0.11774458267212982,0,0,0.0,0.10067936906359956
A_n1,quiet_market,19.002,persistence,0.0,bias,0.038552498269054256,price_displacement,-0.018549234536494555,-0.038070730419717945,0,0,0.0,0.038552498269054256
A_n1,quiet_market,19.002,observation_half_life,0.0,price_displacement,-5.468123222736745,price_velocity,-5.468123222736745,-11.251498850163667,0,0,0.0,5.0
A_n1,quiet_market,19.002,forward_half_life,0.0,price_displacement,-5.468123222736745,price_velocity,-5.468123222736745,-11.251498850163667,0,0,0.0,5.0
A_n1,quiet_market,19.002,reinforcement,0.0,bias,0.005733565770293133,price_acceleration,-0.004327065863441637,-0.006431300416257626,0,0,0.0,0.005733565770293133
A_n1,quiet_market,19.002,uncertainty,0.0,bias,0.09208312228167173,price_displacement,-0.0353773943032264,-0.07260906942645992,0,0,0.0,0.09208312228167173
A_n1,quiet_market,19.002,reversal_tendency,0.0,price_acceleration,0.007567748889052467,bias,0.004588957586558869,0.007960119388980062,0,0,0.0,0.004588957586558869
A_n1,quiet_market,19.002,perturbation_state,0.0,bias,0.0,price_displacement,0.0,0.0,0,0,0.0,0.0
A_n1,quiet_market,20.002,direction_state,0.0,price_displacement,0.1406396096842008,price_velocity,0.1406396096842008,0.23752439481372406,0,0,0.0,0.076781549663167
A_n1,quiet_market,20.002,magnitude_state,0.0,bias,0.1484226167589241,price_displacement,0.07411732485572223,0.11684200457323611,0,0,0.0,0.1484226167589241
A_n1,quiet_market,20.002,strength,0.0,bias,0.11918981528131951,price_acceleration,-0.012248759662116126,0.008187267616857697,0,0,0.0,0.11918981528131951
A_n1,quiet_market,20.002,persistence,0.0,bias,0.04453746694610013,price_acceleration,-0.003960446280929886,0.0026472783591985644,0,0,0.0,0.04453746694610013
A_n1,quiet_market,20.002,observation_half_life,0.0,bias,5.0,price_displacement,1.524989116538006,1.7322123721736518,0,0,0.0,5.0
A_n1,quiet_market,20.002,forward_half_life,0.0,bias,5.0,price_displacement,1.524989116538006,1.7322123721736518,0,0,0.0,5.0
A_n1,quiet_market,20.002,reinforcement,0.0,price_displacement,0.010516805082733217,price_velocity,0.010516805082733217,0.019305637566659012,0,0,0.0,0.010254411806185512
A_n1,quiet_market,20.002,uncertainty,0.0,bias,0.10349751944918115,price_acceleration,-0.0075534717425333,0.005049124179135158,0,0,0.0,0.10349751944918115
A_n1,quiet_market,20.002,reversal_tendency,0.0,bias,0.004212416442928902,price_acceleration,-0.0023906124862156366,-0.004007732057786917,0,0,0.0,0.004212416442928902
A_n1,quiet_market,20.002,perturbation_state,0.0,bias,0.0,price_displacement,0.0,0.0,0,0,0.0,0.0
